,d1,d1s,d2,d2s,f1,f1s,f2,f2s,f3,f3s,t1,t1s,r1,r1s,cd1,cd1s,cd2,cd2s,cf1,cf1s,cf2,cf2s,cf3,cf3s,ct1,ct1s,cr1,cr1s
237,12,3,7,4,2,2,4,1,9,2,1,4,9,4,12,3,7,4,2,2,4,1,9,2,1,4,9,4
238,5,1,6,1,9,1,12,4,5,1,2,3,7,4,5,1,6,1,9,1,12,4,5,1,2,3,7,4
239,12,1,10,3,13,1,8,4,6,1,9,1,4,2,12,1,10,3,13,1,8,4,6,1,9,1,4,2
240,13,1,2,1,1,2,3,2,12,2,1,3,7,1,13,1,2,1,1,2,3,2,12,2,1,3,7,1
241,9,2,4,4,3,1,8,3,1,4,2,1,12,3,9,2,4,4,3,1,8,3,1,4,2,1,12,3
242,1,2,11,3,7,4,13,3,8,3,1,3,13,3,1,2,11,3,7,4,13,3,8,3,1,3,13,3
243,2,1,1,1,8,2,4,4,12,3,5,3,3,1,2,1,1,1,8,2,4,4,12,3,5,3,3,1
244,12,3,5,4,13,4,10,1,12,2,6,3,9,1,12,3,5,4,13,4,10,1,12,2,6,3,9,1
245,13,1,11,1,12,1,4,2,4,4,11,3,5,2,13,1,11,1,12,1,4,2,4,4,11,3,5,2
246,4,2,11,2,7,3,6,3,3,4,12,1,1,2,4,2,11,2,7,3,6,3,3,4,12,1,1,2
247,13,1,13,1,7,2,6,2,11,1,10,4,6,2,13,1,13,1,7,2,6,2,11,1,10,4,6,2
248,9,2,3,4,1,1,9,4,7,1,12,3,10,4,9,2,3,4,1,1,9,4,7,1,12,3,10,4
249,12,3,12,3,1,2,9,2,8,2,2,1,6,1,12,3,12,3,1,2,9,2,8,2,2,1,6,1
250,9,4,11,2,7,3,4,2,1,3,2,1,5,2,9,4,11,2,7,3,4,2,1,3,2,1,5,2
251,7,2,11,3,5,3,9,2,5,3,10,2,6,4,7,2,11,3,5,3,9,2,5,3,10,2,6,4
252,8,1,12,3,2,4,12,4,2,3,5,1,8,2,8,1,12,3,2,4,12,4,2,3,5,1,8,2
253,2,1,3,2,6,3,5,4,9,4,9,3,4,4,2,1,3,2,6,3,5,4,9,4,9,3,4,4
254,2,2,2,3,2,4,3,4,5,3,1,3,3,1,2,2,2,3,2,4,3,4,5,3,1,3,3,1
255,11,2,8,1,7,3,13,4,2,1,1,3,3,1,11,2,8,1,7,3,13,4,2,1,1,3,3,1
256,8,4,6,4,6,4,3,4,11,4,5,1,12,3,8,4,6,4,6,4,3,4,11,4,5,1,12,3
257,7,4,7,3,10,4,8,3,3,3,2,1,4,2,7,4,7,3,10,4,8,3,3,3,2,1,4,2
258,7,3,6,1,11,1,6,3,4,4,3,4,3,2,7,3,6,1,11,1,6,3,4,4,3,4,3,2
259,12,4,12,1,8,4,12,2,10,3,8,3,11,1,12,4,12,1,8,4,12,2,10,3,8,3,11,1
260,2,1,11,2,4,3,8,4,12,2,3,3,1,2,2,1,11,2,4,3,8,4,12,2,3,3,1,2
261,3,3,13,1,1,4,11,3,9,4,12,2,12,3,3,3,13,1,1,4,11,3,9,4,12,2,12,3
262,8,2,8,4,10,4,11,3,3,1,6,2,1,4,8,2,8,4,10,4,11,3,3,1,6,2,1,4
263,10,2,3,3,13,2,11,2,3,3,9,1,12,1,10,2,3,3,13,2,11,2,3,3,9,1,12,1
264,5,4,5,3,3,2,8,3,6,1,4,3,6,3,5,4,5,3,3,2,8,3,6,1,4,3,6,3
265,2,1,4,4,1,1,5,2,3,4,9,4,13,2,2,1,4,4,1,1,5,2,3,4,9,4,13,2
266,5,3,2,2,9,2,8,3,1,1,7,2,8,2,5,3,2,2,9,2,8,3,1,1,7,2,8,2
267,13,3,10,3,4,2,7,2,12,3,13,1,3,3,13,3,10,3,4,2,7,2,12,3,13,1,3,3
268,3,4,8,2,9,3,4,1,6,3,7,4,12,3,3,4,8,2,9,3,4,1,6,3,7,4,12,3
269,3,4,4,3,4,2,1,1,8,3,9,2,1,3,3,4,4,3,4,2,1,1,8,3,9,2,1,3
270,11,1,10,4,11,2,12,1,10,3,3,4,8,1,11,1,10,4,11,2,12,1,10,3,3,4,8,1
271,2,2,4,2,2,1,5,2,3,1,8,3,8,3,2,2,4,2,2,1,5,2,3,1,8,3,8,3
272,4,1,12,2,5,1,8,1,8,1,9,3,9,1,4,1,12,2,5,1,8,1,8,1,9,3,9,1
273,3,3,6,1,3,1,12,4,12,3,4,1,6,1,3,3,6,1,3,1,12,4,12,3,4,1,6,1
274,12,2,9,1,5,4,5,1,13,1,13,1,8,4,12,2,9,1,5,4,5,1,13,1,13,1,8,4
275,13,3,10,4,13,2,5,3,12,4,12,2,7,3,13,3,10,4,13,2,5,3,12,4,12,2,7,3
276,2,3,2,2,13,4,8,3,11,2,12,1,10,4,2,3,2,2,13,4,8,3,11,2,12,1,10,4
277,8,4,8,3,12,1,13,2,13,4,6,2,3,3,8,4,8,3,12,1,13,2,13,4,6,2,3,3
278,7,2,4,3,12,4,11,3,9,1,9,2,8,1,7,2,4,3,12,4,11,3,9,1,9,2,8,1
279,3,2,5,3,11,1,3,4,1,2,5,3,10,2,3,2,5,3,11,1,3,4,1,2,5,3,10,2
280,12,2,1,1,8,3,3,3,13,1,2,4,3,3,12,2,1,1,8,3,3,3,13,1,2,4,3,3
281,10,3,7,4,8,3,3,4,10,3,13,3,1,1,10,3,7,4,8,3,3,4,10,3,13,3,1,1
282,1,3,6,3,13,3,1,4,12,2,1,1,1,3,1,3,6,3,13,3,1,4,12,2,1,1,1,3
283,13,1,9,1,2,2,6,3,8,1,10,2,5,3,13,1,9,1,2,2,6,3,8,1,10,2,5,3
284,8,4,13,1,13,4,12,2,5,4,10,2,6,2,8,4,13,1,13,4,12,2,5,4,10,2,6,2
285,6,2,1,2,13,3,4,4,13,2,7,1,11,2,6,2,1,2,13,3,4,4,13,2,7,1,11,2
286,8,1,5,3,10,1,8,3,9,3,9,3,8,4,8,1,5,3,10,1,8,3,9,3,9,3,8,4
287,6,2,13,4,5,3,8,2,11,2,7,2,4,1,6,2,13,4,5,3,8,2,11,2,7,2,4,1
288,9,2,5,4,9,2,8,1,8,2,5,3,9,1,9,2,5,4,9,2,8,1,8,2,5,3,9,1
289,12,2,7,2,7,3,7,1,4,2,7,4,7,3,12,2,7,2,7,3,7,1,4,2,7,4,7,3
290,4,3,4,2,2,3,12,2,1,4,6,3,11,3,4,3,4,2,2,3,12,2,1,4,6,3,11,3
291,1,3,10,2,6,4,9,2,7,2,12,4,4,1,1,3,10,2,6,4,9,2,7,2,12,4,4,1
292,10,3,2,3,2,2,13,3,7,4,6,1,11,4,10,3,2,3,2,2,13,3,7,4,6,1,11,4
293,1,2,3,2,13,3,5,4,9,1,2,4,1,1,1,2,3,2,13,3,5,4,9,1,2,4,1,1
294,4,3,7,3,13,3,10,4,4,3,3,2,10,3,4,3,7,3,13,3,10,4,4,3,3,2,10,3
295,10,4,13,2,3,2,11,2,2,2,13,2,3,1,10,4,13,2,3,2,11,2,2,2,13,2,3,1
296,7,1,2,2,12,1,5,1,7,1,2,4,8,1,7,1,2,2,12,1,5,1,7,1,2,4,8,1
297,8,4,6,4,11,4,5,1,3,1,9,1,8,3,8,4,6,4,11,4,5,1,3,1,9,1,8,3
298,2,3,9,4,7,2,11,2,10,2,3,4,11,4,2,3,9,4,7,2,11,2,10,2,3,4,11,4
299,11,4,4,2,10,2,4,2,9,1,9,3,3,4,11,4,4,2,10,2,4,2,9,1,9,3,3,4
300,13,4,4,3,8,3,11,4,5,2,8,2,4,1,13,4,4,3,8,3,11,4,5,2,8,2,4,1
301,1,3,2,2,3,1,10,3,8,3,6,1,11,4,1,3,2,2,3,1,10,3,8,3,6,1,11,4
302,3,3,10,3,10,3,11,4,5,3,1,1,4,2,3,3,10,3,10,3,11,4,5,3,1,1,4,2
303,2,1,8,3,1,4,2,3,7,4,13,3,5,2,2,1,8,3,1,4,2,3,7,4,13,3,5,2
304,7,4,3,3,11,1,2,4,5,4,6,2,5,2,7,4,3,3,11,1,2,4,5,4,6,2,5,2
305,8,4,9,4,9,1,2,1,3,4,7,2,10,4,8,4,9,4,9,1,2,1,3,4,7,2,10,4
306,13,1,3,4,13,4,2,1,6,2,12,1,2,2,13,1,3,4,13,4,2,1,6,2,12,1,2,2
307,11,3,7,4,13,4,7,4,5,2,2,3,13,2,11,3,7,4,13,4,7,4,5,2,2,3,13,2
308,6,1,2,1,12,1,12,3,9,2,1,3,7,3,6,1,2,1,12,1,12,3,9,2,1,3,7,3
309,8,2,10,4,9,1,7,2,3,2,9,2,11,2,8,2,10,4,9,1,7,2,3,2,9,2,11,2
310,13,4,2,2,3,1,9,4,8,1,5,1,11,3,13,4,2,2,3,1,9,4,8,1,5,1,11,3
311,3,1,2,3,1,3,12,3,1,2,5,2,13,3,3,1,2,3,1,3,12,3,1,2,5,2,13,3
312,9,2,1,1,8,2,9,1,6,1,6,1,9,3,9,2,1,1,8,2,9,1,6,1,6,1,9,3
313,2,3,9,1,8,1,8,3,1,4,5,3,1,4,2,3,9,1,8,1,8,3,1,4,5,3,1,4
314,1,4,13,3,4,4,7,4,4,1,5,1,11,4,1,4,13,3,4,4,7,4,4,1,5,1,11,4
315,3,1,5,4,10,1,3,4,5,2,5,2,13,4,3,1,5,4,10,1,3,4,5,2,5,2,13,4
316,2,1,12,4,10,4,2,2,2,1,13,2,11,2,2,1,12,4,10,4,2,2,2,1,13,2,11,2
317,8,2,1,1,5,3,7,4,9,2,12,4,10,1,8,2,1,1,5,3,7,4,9,2,12,4,10,1
318,8,3,11,2,6,4,3,2,2,3,3,4,6,3,8,3,11,2,6,4,3,2,2,3,3,4,6,3
319,2,3,8,4,7,1,3,3,7,1,5,3,7,1,2,3,8,4,7,1,3,3,7,1,5,3,7,1
320,2,1,2,3,6,3,4,3,1,4,5,1,4,1,2,1,2,3,6,3,4,3,1,4,5,1,4,1
321,8,4,11,1,7,2,10,4,7,2,11,4,3,1,8,4,11,1,7,2,10,4,7,2,11,4,3,1
322,9,2,12,3,6,3,12,2,9,1,9,4,8,4,9,2,12,3,6,3,12,2,9,1,9,4,8,4
323,13,2,11,3,3,3,13,2,2,1,13,3,5,3,13,2,11,3,3,3,13,2,2,1,13,3,5,3
324,6,3,4,4,8,2,1,1,3,4,12,4,3,3,6,3,4,4,8,2,1,1,3,4,12,4,3,3
325,10,3,8,1,7,4,11,3,2,4,13,4,12,3,10,3,8,1,7,4,11,3,2,4,13,4,12,3
326,3,1,12,1,4,2,7,3,2,1,5,3,9,3,3,1,12,1,4,2,7,3,2,1,5,3,9,3
327,4,4,5,2,12,4,3,1,13,2,12,4,5,1,4,4,5,2,12,4,3,1,13,2,12,4,5,1
328,11,4,1,4,6,1,7,4,5,3,1,2,2,4,11,4,1,4,6,1,7,4,5,3,1,2,2,4
329,3,2,3,3,11,3,5,4,4,3,6,2,12,3,3,2,3,3,11,3,5,4,4,3,6,2,12,3
330,4,1,7,4,10,2,4,4,11,3,6,1,7,4,4,1,7,4,10,2,4,4,11,3,6,1,7,4
331,13,3,6,1,6,1,2,2,13,1,1,3,9,3,13,3,6,1,6,1,2,2,13,1,1,3,9,3
332,3,4,4,4,12,1,13,2,2,2,10,3,6,2,3,4,4,4,12,1,13,2,2,2,10,3,6,2
333,13,3,7,1,8,1,2,3,7,2,1,1,10,1,13,3,7,1,8,1,2,3,7,2,1,1,10,1
334,1,1,11,1,2,1,9,1,7,1,10,1,2,4,1,1,11,1,2,1,9,1,7,1,10,1,2,4
335,7,3,8,1,4,4,11,4,2,2,6,3,12,4,7,3,8,1,4,4,11,4,2,2,6,3,12,4
336,3,3,13,2,12,1,11,1,9,4,11,4,7,3,3,3,13,2,12,1,11,1,9,4,11,4,7,3
337,4,4,11,4,13,4,10,4,3,3,5,1,8,1,4,4,11,4,13,4,10,4,3,3,5,1,8,1
338,6,2,7,1,10,2,5,2,2,3,5,3,3,2,6,2,7,1,10,2,5,2,2,3,5,3,3,2
339,13,2,7,1,2,1,12,1,5,3,5,2,11,2,13,2,7,1,2,1,12,1,5,3,5,2,11,2
340,12,4,5,2,5,3,13,4,7,4,10,4,8,4,12,4,5,2,5,3,13,4,7,4,10,4,8,4
341,12,3,4,2,5,2,9,1,13,3,2,3,12,1,12,3,4,2,5,2,9,1,13,3,2,3,12,1
342,3,4,1,3,11,4,3,2,3,1,4,1,1,2,3,4,1,3,11,4,3,2,3,1,4,1,1,2
343,7,3,8,3,2,1,11,1,7,3,4,1,2,1,7,3,8,3,2,1,11,1,7,3,4,1,2,1
344,5,2,1,2,9,1,5,1,12,4,3,4,13,2,5,2,1,2,9,1,5,1,12,4,3,4,13,2
345,11,2,6,2,8,2,8,2,8,3,11,4,10,1,11,2,6,2,8,2,8,2,8,3,11,4,10,1
346,8,1,1,3,2,2,7,2,10,2,5,2,2,2,8,1,1,3,2,2,7,2,10,2,5,2,2,2
347,9,1,8,3,1,1,1,1,11,3,3,2,4,2,9,1,8,3,1,1,1,1,11,3,3,2,4,2
348,1,4,10,4,9,1,11,3,7,4,2,3,5,4,1,4,10,4,9,1,11,3,7,4,2,3,5,4
349,10,1,8,1,12,4,9,2,2,2,8,2,3,1,10,1,8,1,12,4,9,2,2,2,8,2,3,1
350,9,2,2,4,6,1,5,1,8,3,10,2,10,3,9,2,2,4,6,1,5,1,8,3,10,2,10,3
351,7,3,13,4,8,4,2,3,11,2,9,4,2,3,7,3,13,4,8,4,2,3,11,2,9,4,2,3
352,3,4,2,1,7,2,5,4,4,3,9,3,8,2,3,4,2,1,7,2,5,4,4,3,9,3,8,2
353,2,3,7,4,5,2,12,1,5,3,12,2,1,3,2,3,7,4,5,2,12,1,5,3,12,2,1,3
354,2,2,9,4,3,3,9,4,8,4,11,3,5,2,2,2,9,4,3,3,9,4,8,4,11,3,5,2
355,4,1,7,4,5,4,11,2,6,3,7,3,7,1,4,1,7,4,5,4,11,2,6,3,7,3,7,1
356,10,2,8,2,13,4,6,4,4,4,8,4,10,4,10,2,8,2,13,4,6,4,4,4,8,4,10,4
357,9,2,1,4,2,3,11,3,9,3,12,4,3,1,9,2,1,4,2,3,11,3,9,3,12,4,3,1
358,10,2,10,3,3,1,10,2,13,1,6,3,13,2,10,2,10,3,3,1,10,2,13,1,6,3,13,2
359,1,3,4,4,5,1,3,3,10,1,9,3,5,1,1,3,4,4,5,1,3,3,10,1,9,3,5,1
360,4,2,4,4,5,4,5,3,7,3,12,1,9,2,4,2,4,4,5,4,5,3,7,3,12,1,9,2
361,7,1,11,2,3,4,9,3,4,3,4,3,5,3,7,1,11,2,3,4,9,3,4,3,4,3,5,3
362,11,4,7,3,6,4,8,4,1,3,9,1,11,3,11,4,7,3,6,4,8,4,1,3,9,1,11,3
363,12,1,6,1,6,4,13,4,10,1,12,2,1,4,12,1,6,1,6,4,13,4,10,1,12,2,1,4
364,1,1,1,2,2,4,3,1,3,3,9,2,9,3,1,1,1,2,2,4,3,1,3,3,9,2,9,3
365,3,4,5,4,4,1,1,2,7,2,3,1,5,4,3,4,5,4,4,1,1,2,7,2,3,1,5,4
366,11,2,12,3,4,3,13,1,7,3,6,3,11,3,11,2,12,3,4,3,13,1,7,3,6,3,11,3
367,8,3,1,2,5,4,4,4,11,4,8,3,7,1,8,3,1,2,5,4,4,4,11,4,8,3,7,1
368,13,1,13,2,2,2,3,2,7,4,6,2,1,2,13,1,13,2,2,2,3,2,7,4,6,2,1,2
369,5,3,2,3,10,4,9,2,9,1,2,4,1,3,5,3,2,3,10,4,9,2,9,1,2,4,1,3
370,5,2,13,4,4,4,6,3,11,2,9,1,6,1,5,2,13,4,4,4,6,3,11,2,9,1,6,1
371,5,2,2,2,12,2,4,3,13,2,5,3,4,1,5,2,2,2,12,2,4,3,13,2,5,3,4,1
372,12,3,10,3,13,4,6,4,3,2,5,3,11,2,12,3,10,3,13,4,6,4,3,2,5,3,11,2
373,3,1,5,1,8,4,12,4,6,4,10,1,11,1,3,1,5,1,8,4,12,4,6,4,10,1,11,1
374,7,3,3,2,9,1,2,2,11,4,4,3,9,3,7,3,3,2,9,1,2,2,11,4,4,3,9,3
375,5,2,10,2,2,2,2,3,9,3,11,4,3,1,5,2,10,2,2,2,2,3,9,3,11,4,3,1
376,6,2,4,4,7,2,3,1,5,2,1,3,6,1,6,2,4,4,7,2,3,1,5,2,1,3,6,1
377,13,2,8,4,12,4,4,1,10,1,9,1,13,3,13,2,8,4,12,4,4,1,10,1,9,1,13,3
378,5,3,6,1,6,3,3,2,10,1,2,3,3,4,5,3,6,1,6,3,3,2,10,1,2,3,3,4
379,9,2,13,2,3,1,3,3,3,1,5,1,5,4,9,2,13,2,3,1,3,3,3,1,5,1,5,4
380,5,3,6,2,3,1,4,2,8,4,6,1,9,4,5,3,6,2,3,1,4,2,8,4,6,1,9,4
381,12,4,7,1,5,3,10,3,12,3,13,4,5,1,12,4,7,1,5,3,10,3,12,3,13,4,5,1
382,13,3,8,1,12,1,6,1,4,1,4,4,9,3,13,3,8,1,12,1,6,1,4,1,4,4,9,3
383,11,4,13,1,2,4,13,3,11,3,9,2,3,3,11,4,13,1,2,4,13,3,11,3,9,2,3,3
384,7,1,5,3,12,3,13,4,9,1,1,1,2,4,7,1,5,3,12,3,13,4,9,1,1,1,2,4
385,3,4,2,2,11,1,3,2,3,1,7,1,7,1,3,4,2,2,11,1,3,2,3,1,7,1,7,1
386,4,3,11,4,3,1,13,1,12,4,6,4,8,3,4,3,11,4,3,1,13,1,12,4,6,4,8,3
387,11,2,8,4,8,2,4,3,8,2,6,3,2,4,11,2,8,4,8,2,4,3,8,2,6,3,2,4
388,8,4,7,4,1,2,8,3,3,3,6,1,3,2,8,4,7,4,1,2,8,3,3,3,6,1,3,2
389,4,3,12,2,3,2,13,4,6,4,2,4,5,1,4,3,12,2,3,2,13,4,6,4,2,4,5,1
390,1,4,7,3,6,4,3,4,9,4,1,1,12,1,1,4,7,3,6,4,3,4,9,4,1,1,12,1
391,2,4,2,3,8,3,5,4,5,2,8,3,5,1,2,4,2,3,8,3,5,4,5,2,8,3,5,1
392,1,3,3,4,2,1,8,1,11,1,7,2,1,4,1,3,3,4,2,1,8,1,11,1,7,2,1,4
393,8,2,11,4,2,3,12,2,10,1,7,3,6,4,8,2,11,4,2,3,12,2,10,1,7,3,6,4
394,8,2,1,1,1,3,6,1,13,1,5,3,12,4,8,2,1,1,1,3,6,1,13,1,5,3,12,4
395,11,2,7,2,6,3,6,2,1,4,10,1,6,3,11,2,7,2,6,3,6,2,1,4,10,1,6,3
396,7,4,7,3,9,1,5,4,13,3,9,3,12,2,7,4,7,3,9,1,5,4,13,3,9,3,12,2
397,12,1,9,3,2,3,1,4,4,1,6,3,3,4,12,1,9,3,2,3,1,4,4,1,6,3,3,4
398,5,1,12,3,2,2,7,3,9,1,5,3,11,1,5,1,12,3,2,2,7,3,9,1,5,3,11,1
399,8,1,13,4,7,1,8,2,13,3,3,2,6,1,8,1,13,4,7,1,8,2,13,3,3,2,6,1
400,5,2,7,3,3,3,9,2,4,2,5,4,5,4,5,2,7,3,3,3,9,2,4,2,5,4,5,4
401,4,1,4,1,3,4,11,2,7,2,12,1,1,3,4,1,4,1,3,4,11,2,7,2,12,1,1,3
402,5,2,6,3,3,1,5,1,4,1,8,3,2,1,5,2,6,3,3,1,5,1,4,1,8,3,2,1
403,9,3,3,3,3,4,7,1,3,4,10,4,10,4,9,3,3,3,3,4,7,1,3,4,10,4,10,4
404,7,2,4,1,5,3,13,1,11,4,1,3,8,2,7,2,4,1,5,3,13,1,11,4,1,3,8,2
405,4,4,8,2,9,4,11,3,5,4,13,4,9,1,4,4,8,2,9,4,11,3,5,4,13,4,9,1
406,12,4,4,2,1,3,10,2,2,3,7,4,10,2,12,4,4,2,1,3,10,2,2,3,7,4,10,2
407,3,1,1,4,8,4,4,3,13,1,9,4,1,3,3,1,1,4,8,4,4,3,13,1,9,4,1,3
408,10,4,12,3,4,1,3,3,3,2,6,2,2,3,10,4,12,3,4,1,3,3,3,2,6,2,2,3
409,5,2,13,4,5,1,10,3,1,1,13,1,11,3,5,2,13,4,5,1,10,3,1,1,13,1,11,3
410,1,3,7,2,4,4,4,3,12,1,9,3,13,3,1,3,7,2,4,4,4,3,12,1,9,3,13,3
411,3,1,5,3,7,3,10,1,6,3,3,4,12,1,3,1,5,3,7,3,10,1,6,3,3,4,12,1
412,5,1,9,3,5,1,5,3,12,2,10,4,8,2,5,1,9,3,5,1,5,3,12,2,10,4,8,2
413,13,2,7,1,4,3,12,1,2,2,11,1,13,1,13,2,7,1,4,3,12,1,2,2,11,1,13,1
414,4,1,7,4,7,3,7,3,11,2,13,4,10,4,4,1,7,4,7,3,7,3,11,2,13,4,10,4
415,9,4,8,2,12,1,11,2,1,3,2,2,8,1,9,4,8,2,12,1,11,2,1,3,2,2,8,1
416,3,2,6,3,5,2,12,3,11,4,3,4,2,3,3,2,6,3,5,2,12,3,11,4,3,4,2,3
417,2,1,11,3,6,4,4,3,3,1,6,2,2,3,2,1,11,3,6,4,4,3,3,1,6,2,2,3
418,8,3,2,1,3,1,9,4,6,2,8,3,3,4,8,3,2,1,3,1,9,4,6,2,8,3,3,4
419,2,1,8,3,12,4,4,3,11,3,1,2,6,4,2,1,8,3,12,4,4,3,11,3,1,2,6,4
420,5,1,3,4,13,2,4,1,10,4,13,1,8,2,5,1,3,4,13,2,4,1,10,4,13,1,8,2
421,5,3,12,1,12,1,4,2,9,2,4,1,7,1,5,3,12,1,12,1,4,2,9,2,4,1,7,1
422,11,1,6,4,11,1,6,3,8,1,5,2,6,4,11,1,6,4,11,1,6,3,8,1,5,2,6,4
423,9,4,12,2,4,3,6,4,12,3,12,4,1,4,9,4,12,2,4,3,6,4,12,3,12,4,1,4
424,2,4,6,1,9,4,3,3,1,2,11,3,11,1,2,4,6,1,9,4,3,3,1,2,11,3,11,1
425,4,3,11,2,11,3,2,1,6,2,6,3,9,3,4,3,11,2,11,3,2,1,6,2,6,3,9,3
426,6,3,1,4,2,3,1,2,13,1,2,3,3,3,6,3,1,4,2,3,1,2,13,1,2,3,3,3
427,7,4,6,1,11,1,11,2,7,3,11,2,5,4,7,4,6,1,11,1,11,2,7,3,11,2,5,4
428,6,4,6,1,6,1,10,4,11,1,3,3,3,3,6,4,6,1,6,1,10,4,11,1,3,3,3,3
429,5,3,9,1,1,4,11,3,7,3,4,3,9,2,5,3,9,1,1,4,11,3,7,3,4,3,9,2
430,13,1,13,4,2,2,6,1,2,4,1,4,12,2,13,1,13,4,2,2,6,1,2,4,1,4,12,2
431,8,2,1,3,12,2,3,1,5,4,1,1,11,1,8,2,1,3,12,2,3,1,5,4,1,1,11,1
432,6,4,4,2,9,2,8,4,4,3,1,2,12,2,6,4,4,2,9,2,8,4,4,3,1,2,12,2
433,9,4,1,4,13,4,6,4,4,3,12,2,12,4,9,4,1,4,13,4,6,4,4,3,12,2,12,4
434,8,1,6,2,6,3,7,3,11,2,2,1,4,3,8,1,6,2,6,3,7,3,11,2,2,1,4,3
435,4,1,6,2,6,3,4,2,4,4,8,3,9,3,4,1,6,2,6,3,4,2,4,4,8,3,9,3
436,11,2,11,4,5,3,12,4,3,1,13,1,6,1,11,2,11,4,5,3,12,4,3,1,13,1,6,1
437,11,3,9,4,3,4,3,3,9,1,8,2,10,2,11,3,9,4,3,4,3,3,9,1,8,2,10,2
438,6,2,9,4,4,3,9,1,1,2,9,3,1,2,6,2,9,4,4,3,9,1,1,2,9,3,1,2
439,6,1,3,1,10,4,2,2,8,1,12,2,10,4,6,1,3,1,10,4,2,2,8,1,12,2,10,4
440,11,2,9,3,8,2,2,2,8,4,8,3,1,4,11,2,9,3,8,2,2,2,8,4,8,3,1,4
441,13,1,9,2,13,1,3,2,13,1,11,3,8,1,13,1,9,2,13,1,3,2,13,1,11,3,8,1
442,4,3,2,2,3,2,10,1,7,4,9,2,8,3,4,3,2,2,3,2,10,1,7,4,9,2,8,3
443,2,2,10,4,10,3,12,4,10,4,4,2,11,2,2,2,10,4,10,3,12,4,10,4,4,2,11,2
444,2,1,6,4,1,4,5,1,10,4,13,1,2,3,2,1,6,4,1,4,5,1,10,4,13,1,2,3
445,7,3,1,2,9,2,9,3,8,3,11,3,11,2,7,3,1,2,9,2,9,3,8,3,11,3,11,2
446,2,2,8,3,10,2,4,1,10,1,2,3,3,2,2,2,8,3,10,2,4,1,10,1,2,3,3,2
447,11,3,10,2,2,1,3,3,4,2,1,1,5,2,11,3,10,2,2,1,3,3,4,2,1,1,5,2
448,12,2,11,2,5,2,9,3,2,2,12,1,5,2,12,2,11,2,5,2,9,3,2,2,12,1,5,2
449,6,4,3,2,8,1,8,2,8,4,11,2,1,1,6,4,3,2,8,1,8,2,8,4,11,2,1,1
450,8,3,13,2,12,3,5,1,6,1,12,3,6,4,8,3,13,2,12,3,5,1,6,1,12,3,6,4
451,10,3,5,3,13,4,4,4,12,1,9,2,13,2,10,3,5,3,13,4,4,4,12,1,9,2,13,2
452,5,3,9,1,5,4,8,1,4,3,11,1,10,3,5,3,9,1,5,4,8,1,4,3,11,1,10,3
453,12,1,6,1,6,4,10,4,6,4,2,2,8,4,12,1,6,1,6,4,10,4,6,4,2,2,8,4
454,7,1,10,2,11,4,5,2,4,1,9,4,11,1,7,1,10,2,11,4,5,2,4,1,9,4,11,1
455,8,4,11,2,6,2,11,2,9,4,3,2,10,3,8,4,11,2,6,2,11,2,9,4,3,2,10,3
456,6,3,12,4,11,1,2,2,9,2,7,4,6,2,6,3,12,4,11,1,2,2,9,2,7,4,6,2
457,13,3,8,3,1,1,5,3,7,4,6,4,4,3,13,3,8,3,1,1,5,3,7,4,6,4,4,3
458,1,3,9,2,4,2,10,2,8,1,13,1,7,1,1,3,9,2,4,2,10,2,8,1,13,1,7,1
459,3,3,6,1,9,3,11,2,5,1,12,3,1,3,3,3,6,1,9,3,11,2,5,1,12,3,1,3
460,2,2,7,3,4,1,3,4,3,2,12,4,11,2,2,2,7,3,4,1,3,4,3,2,12,4,11,2
461,2,4,7,2,6,4,3,1,3,2,5,3,4,3,2,4,7,2,6,4,3,1,3,2,5,3,4,3
462,3,1,8,4,12,1,11,2,4,1,9,3,12,1,3,1,8,4,12,1,11,2,4,1,9,3,12,1
463,8,4,4,3,7,1,1,3,12,1,2,4,1,1,8,4,4,3,7,1,1,3,12,1,2,4,1,1
464,7,1,7,4,3,2,10,3,5,1,3,3,8,3,7,1,7,4,3,2,10,3,5,1,3,3,8,3
465,12,2,1,3,1,4,13,1,3,4,10,3,2,2,12,2,1,3,1,4,13,1,3,4,10,3,2,2
466,10,4,7,2,10,3,10,3,10,3,1,1,12,3,10,4,7,2,10,3,10,3,10,3,1,1,12,3
467,2,2,2,2,13,2,7,2,10,3,9,4,6,1,2,2,2,2,13,2,7,2,10,3,9,4,6,1
468,12,1,8,1,13,4,1,4,11,2,2,3,8,2,12,1,8,1,13,4,1,4,11,2,2,3,8,2
469,1,2,12,4,10,1,13,3,4,2,11,3,1,2,1,2,12,4,10,1,13,3,4,2,11,3,1,2
470,4,1,11,2,9,4,3,4,2,4,9,4,2,4,4,1,11,2,9,4,3,4,2,4,9,4,2,4
471,6,3,2,1,6,3,8,3,6,2,12,2,3,3,6,3,2,1,6,3,8,3,6,2,12,2,3,3
472,7,2,8,2,11,3,8,1,13,2,8,2,8,4,7,2,8,2,11,3,8,1,13,2,8,2,8,4
473,4,1,12,3,1,3,1,3,7,1,2,2,13,1,4,1,12,3,1,3,1,3,7,1,2,2,13,1
474,12,1,6,3,9,4,7,2,8,1,8,1,7,4,12,1,6,3,9,4,7,2,8,1,8,1,7,4
475,1,4,3,2,1,3,1,4,6,1,10,1,7,3,1,4,3,2,1,3,1,4,6,1,10,1,7,3
