,rank1,suit1,rank2,suit2,rank3,suit3,rank4,suit4,rank5,suit5,rank6,suit6,rank7,suit7,class,win
285,4,diamonds,3,diamonds,3,hearts,9,clubs,5,diamonds,4,diamonds,6,hearts,2,1
286,12,spades,8,clubs,6,diamonds,11,spades,3,diamonds,4,spades,12,diamonds,1,1
287,1,hearts,6,clubs,6,diamonds,11,spades,3,diamonds,4,spades,12,diamonds,1,-1
288,13,spades,3,hearts,7,hearts,11,diamonds,2,hearts,6,spades,8,clubs,0,-1
289,4,hearts,7,clubs,7,hearts,11,diamonds,2,hearts,6,spades,8,clubs,1,1
290,12,hearts,1,clubs,5,spades,4,clubs,12,hearts,3,clubs,13,hearts,1,1
291,4,diamonds,2,spades,5,spades,4,clubs,12,hearts,3,clubs,13,hearts,1,-1
292,13,diamonds,6,spades,12,hearts,4,diamonds,2,hearts,5,hearts,11,diamonds,0,-1
293,4,spades,13,hearts,12,hearts,4,diamonds,2,hearts,5,hearts,11,diamonds,1,1
294,13,diamonds,4,spades,9,spades,7,diamonds,2,spades,2,clubs,12,clubs,1,-1
295,2,clubs,5,clubs,9,spades,7,diamonds,2,spades,2,clubs,12,clubs,3,1
296,11,clubs,5,hearts,5,hearts,2,clubs,6,clubs,2,hearts,2,diamonds,6,1
297,12,hearts,13,spades,5,hearts,2,clubs,6,clubs,2,hearts,2,diamonds,3,-1
298,7,diamonds,10,hearts,9,spades,2,clubs,13,spades,10,hearts,12,spades,1,1
299,9,clubs,7,clubs,9,spades,2,clubs,13,spades,10,hearts,12,spades,1,-1
300,7,clubs,9,clubs,11,clubs,12,diamonds,10,hearts,13,hearts,3,diamonds,0,1
301,7,hearts,6,hearts,11,clubs,12,diamonds,10,hearts,13,hearts,3,diamonds,0,-1
302,3,hearts,5,hearts,13,spades,2,spades,1,hearts,12,hearts,1,hearts,5,1
303,3,diamonds,4,clubs,13,spades,2,spades,1,hearts,12,hearts,1,hearts,1,-1
304,3,hearts,13,clubs,13,hearts,13,spades,9,clubs,6,diamonds,4,diamonds,3,1
305,12,clubs,5,clubs,13,hearts,13,spades,9,clubs,6,diamonds,4,diamonds,1,-1
306,3,diamonds,8,hearts,8,diamonds,12,diamonds,5,spades,6,hearts,9,clubs,1,1
307,8,diamonds,2,spades,8,diamonds,12,diamonds,5,spades,6,hearts,9,clubs,1,-1
308,5,diamonds,4,spades,7,diamonds,12,diamonds,13,hearts,8,clubs,3,hearts,0,-1
309,8,diamonds,12,hearts,7,diamonds,12,diamonds,13,hearts,8,clubs,3,hearts,2,1
310,4,clubs,5,hearts,2,spades,8,diamonds,12,diamonds,5,spades,10,spades,1,-1
311,8,hearts,2,clubs,2,spades,8,diamonds,12,diamonds,5,spades,10,spades,2,1
312,11,spades,6,spades,6,spades,13,hearts,6,diamonds,11,clubs,6,hearts,7,1
313,13,spades,12,diamonds,6,spades,13,hearts,6,diamonds,11,clubs,6,hearts,6,-1
314,13,diamonds,12,hearts,9,diamonds,11,spades,6,clubs,12,spades,12,clubs,3,1
315,8,clubs,12,diamonds,9,diamonds,11,spades,6,clubs,12,spades,12,clubs,3,-1
316,12,hearts,8,hearts,12,spades,12,clubs,13,spades,4,hearts,2,spades,3,1
317,10,clubs,1,clubs,12,spades,12,clubs,13,spades,4,hearts,2,spades,1,-1
318,7,diamonds,4,hearts,8,spades,10,spades,13,diamonds,1,hearts,8,clubs,1,1
319,11,clubs,12,clubs,8,spades,10,spades,13,diamonds,1,hearts,8,clubs,1,-1
320,10,spades,10,diamonds,2,spades,12,clubs,7,diamonds,1,clubs,10,clubs,3,1
321,2,clubs,5,diamonds,2,spades,12,clubs,7,diamonds,1,clubs,10,clubs,1,-1
322,6,diamonds,6,spades,8,spades,12,hearts,8,clubs,13,spades,3,hearts,2,1
323,5,hearts,7,spades,8,spades,12,hearts,8,clubs,13,spades,3,hearts,1,-1
324,2,diamonds,8,clubs,1,diamonds,6,diamonds,3,hearts,5,diamonds,8,clubs,1,1
325,5,hearts,7,clubs,1,diamonds,6,diamonds,3,hearts,5,diamonds,8,clubs,1,-1
326,11,diamonds,2,clubs,10,spades,1,spades,12,clubs,7,hearts,8,clubs,0,1
327,2,hearts,5,diamonds,10,spades,1,spades,12,clubs,7,hearts,8,clubs,0,-1
328,6,spades,9,spades,8,spades,9,clubs,4,clubs,7,hearts,10,spades,1,-1
329,10,clubs,8,clubs,8,spades,9,clubs,4,clubs,7,hearts,10,spades,2,1
330,6,spades,13,clubs,13,hearts,5,diamonds,5,hearts,6,clubs,9,hearts,2,-1
331,5,diamonds,9,hearts,13,hearts,5,diamonds,5,hearts,6,clubs,9,hearts,6,1
332,10,clubs,11,hearts,2,hearts,12,spades,11,clubs,1,diamonds,7,spades,1,1
333,1,hearts,8,spades,2,hearts,12,spades,11,clubs,1,diamonds,7,spades,1,-1
334,2,hearts,12,clubs,8,diamonds,12,diamonds,2,spades,5,hearts,10,clubs,2,1
335,2,diamonds,12,spades,8,diamonds,12,diamonds,2,spades,5,hearts,10,clubs,2,-1
336,10,spades,2,spades,3,spades,13,spades,6,clubs,5,hearts,8,spades,5,1
337,6,hearts,11,spades,3,spades,13,spades,6,clubs,5,hearts,8,spades,1,-1
338,8,hearts,7,spades,8,hearts,13,diamonds,11,hearts,5,spades,2,hearts,1,1
339,9,clubs,13,diamonds,8,hearts,13,diamonds,11,hearts,5,spades,2,hearts,1,-1
340,7,clubs,6,spades,13,spades,1,spades,8,spades,2,diamonds,4,diamonds,0,-1
341,4,clubs,7,diamonds,13,spades,1,spades,8,spades,2,diamonds,4,diamonds,1,1
342,12,clubs,10,hearts,12,spades,13,diamonds,4,spades,8,diamonds,7,spades,1,1
343,6,diamonds,10,clubs,12,spades,13,diamonds,4,spades,8,diamonds,7,spades,0,-1
344,12,spades,8,spades,5,hearts,9,diamonds,2,clubs,12,clubs,2,spades,2,1
345,5,diamonds,4,spades,5,hearts,9,diamonds,2,clubs,12,clubs,2,spades,2,-1
346,4,diamonds,2,clubs,1,diamonds,11,spades,7,spades,3,clubs,8,spades,0,-1
347,8,diamonds,2,diamonds,1,diamonds,11,spades,7,spades,3,clubs,8,spades,1,1
348,2,diamonds,13,diamonds,5,hearts,12,hearts,7,diamonds,3,spades,5,hearts,1,1
349,4,hearts,2,diamonds,5,hearts,12,hearts,7,diamonds,3,spades,5,hearts,1,-1
350,11,diamonds,4,clubs,1,clubs,6,hearts,6,diamonds,1,hearts,1,hearts,6,1
351,12,spades,7,diamonds,1,clubs,6,hearts,6,diamonds,1,hearts,1,hearts,6,-1
352,9,spades,12,clubs,8,clubs,10,hearts,5,clubs,1,diamonds,6,hearts,0,1
353,12,spades,13,clubs,8,clubs,10,hearts,5,clubs,1,diamonds,6,hearts,0,-1
354,11,spades,6,hearts,6,clubs,4,spades,12,clubs,6,diamonds,8,clubs,3,1
355,9,diamonds,8,hearts,6,clubs,4,spades,12,clubs,6,diamonds,8,clubs,2,-1
356,2,spades,4,spades,9,diamonds,10,hearts,4,hearts,10,clubs,7,hearts,2,1
357,1,diamonds,5,diamonds,9,diamonds,10,hearts,4,hearts,10,clubs,7,hearts,1,-1
358,12,hearts,12,spades,3,spades,8,diamonds,10,clubs,13,clubs,4,diamonds,1,1
359,10,hearts,11,hearts,3,spades,8,diamonds,10,clubs,13,clubs,4,diamonds,1,-1
360,12,diamonds,1,spades,6,spades,9,spades,13,clubs,5,spades,3,diamonds,0,-1
361,3,clubs,7,diamonds,6,spades,9,spades,13,clubs,5,spades,3,diamonds,1,1
362,3,hearts,6,hearts,13,hearts,10,hearts,2,spades,9,spades,2,diamonds,1,-1
363,3,hearts,10,hearts,13,hearts,10,hearts,2,spades,9,spades,2,diamonds,2,1
364,5,clubs,12,hearts,2,spades,2,clubs,3,clubs,13,clubs,9,hearts,1,-1
365,3,spades,3,diamonds,2,spades,2,clubs,3,clubs,13,clubs,9,hearts,6,1
366,6,spades,12,hearts,13,hearts,2,spades,10,clubs,6,hearts,2,diamonds,2,1
367,1,clubs,11,clubs,13,hearts,2,spades,10,clubs,6,hearts,2,diamonds,1,-1
368,6,hearts,7,spades,10,diamonds,7,clubs,5,hearts,10,diamonds,6,hearts,2,1
369,11,diamonds,13,hearts,10,diamonds,7,clubs,5,hearts,10,diamonds,6,hearts,1,-1
370,6,diamonds,8,diamonds,9,diamonds,1,spades,13,hearts,10,diamonds,8,spades,1,1
371,2,clubs,10,clubs,9,diamonds,1,spades,13,hearts,10,diamonds,8,spades,1,-1
372,7,hearts,6,diamonds,7,spades,7,clubs,4,hearts,1,clubs,3,diamonds,3,1
373,10,hearts,6,hearts,7,spades,7,clubs,4,hearts,1,clubs,3,diamonds,1,-1
374,4,hearts,4,spades,9,diamonds,3,diamonds,13,spades,12,hearts,9,spades,2,1
375,13,diamonds,10,clubs,9,diamonds,3,diamonds,13,spades,12,hearts,9,spades,2,-1
376,4,diamonds,2,hearts,4,diamonds,11,diamonds,4,hearts,1,hearts,10,clubs,3,1
377,1,clubs,7,spades,4,diamonds,11,diamonds,4,hearts,1,hearts,10,clubs,2,-1
378,1,clubs,3,diamonds,9,clubs,3,hearts,3,clubs,2,spades,5,spades,3,1
379,11,hearts,13,spades,9,clubs,3,hearts,3,clubs,2,spades,5,spades,1,-1
380,12,hearts,6,clubs,4,diamonds,8,diamonds,9,clubs,2,clubs,9,clubs,1,-1
381,2,diamonds,3,diamonds,4,diamonds,8,diamonds,9,clubs,2,clubs,9,clubs,2,1
382,4,clubs,13,clubs,12,hearts,1,hearts,8,spades,9,diamonds,11,diamonds,0,-1
383,13,spades,13,hearts,12,hearts,1,hearts,8,spades,9,diamonds,11,diamonds,1,1
384,8,spades,9,clubs,11,clubs,8,diamonds,1,clubs,4,spades,11,clubs,2,-1
385,3,clubs,1,clubs,11,clubs,8,diamonds,1,clubs,4,spades,11,clubs,5,1
386,7,diamonds,8,clubs,9,clubs,1,clubs,9,diamonds,9,spades,9,clubs,7,1
387,2,hearts,1,diamonds,9,clubs,1,clubs,9,diamonds,9,spades,9,clubs,7,-1
388,9,diamonds,7,hearts,9,clubs,1,hearts,13,clubs,2,clubs,12,hearts,1,1
389,5,diamonds,11,spades,9,clubs,1,hearts,13,clubs,2,clubs,12,hearts,0,-1
390,6,diamonds,7,diamonds,6,diamonds,5,diamonds,7,spades,10,clubs,3,clubs,2,1
391,3,diamonds,6,hearts,6,diamonds,5,diamonds,7,spades,10,clubs,3,clubs,2,-1
392,3,diamonds,11,diamonds,7,clubs,12,diamonds,8,hearts,7,hearts,8,spades,2,1
393,1,diamonds,5,hearts,7,clubs,12,diamonds,8,hearts,7,hearts,8,spades,2,-1
394,11,hearts,12,clubs,5,clubs,3,spades,4,diamonds,9,hearts,7,hearts,0,-1
395,11,hearts,11,diamonds,5,clubs,3,spades,4,diamonds,9,hearts,7,hearts,1,1
396,10,diamonds,13,hearts,2,hearts,6,hearts,13,clubs,11,spades,7,spades,1,1
397,1,clubs,3,hearts,2,hearts,6,hearts,13,clubs,11,spades,7,spades,0,-1
398,1,diamonds,6,diamonds,12,clubs,5,hearts,1,spades,11,spades,13,spades,1,1
399,11,diamonds,3,hearts,12,clubs,5,hearts,1,spades,11,spades,13,spades,1,-1
400,1,spades,5,diamonds,2,spades,8,spades,1,diamonds,1,clubs,2,diamonds,6,1
401,4,hearts,1,hearts,2,spades,8,spades,1,diamonds,1,clubs,2,diamonds,6,-1
402,11,hearts,3,diamonds,8,clubs,12,spades,3,spades,12,clubs,12,spades,6,1
403,1,clubs,7,diamonds,8,clubs,12,spades,3,spades,12,clubs,12,spades,3,-1
404,5,clubs,7,diamonds,13,spades,4,clubs,12,spades,10,clubs,13,diamonds,1,1
405,1,spades,6,hearts,13,spades,4,clubs,12,spades,10,clubs,13,diamonds,1,-1
406,10,hearts,4,hearts,4,spades,3,diamonds,6,hearts,8,diamonds,11,diamonds,1,-1
407,8,diamonds,8,spades,4,spades,3,diamonds,6,hearts,8,diamonds,11,diamonds,3,1
408,10,clubs,1,diamonds,6,hearts,11,diamonds,10,hearts,12,clubs,13,clubs,1,-1
409,10,spades,13,diamonds,6,hearts,11,diamonds,10,hearts,12,clubs,13,clubs,2,1
410,9,hearts,5,spades,12,diamonds,10,hearts,10,spades,13,diamonds,12,diamonds,2,1
411,7,clubs,9,spades,12,diamonds,10,hearts,10,spades,13,diamonds,12,diamonds,2,-1
412,9,diamonds,11,hearts,5,hearts,7,clubs,8,spades,10,diamonds,11,hearts,1,1
413,9,clubs,10,spades,5,hearts,7,clubs,8,spades,10,diamonds,11,hearts,1,-1
414,1,diamonds,1,hearts,7,clubs,1,clubs,11,hearts,11,hearts,5,clubs,6,1
415,7,hearts,2,clubs,7,clubs,1,clubs,11,hearts,11,hearts,5,clubs,2,-1
416,9,hearts,1,spades,5,hearts,6,clubs,8,clubs,4,clubs,7,diamonds,0,-1
417,5,diamonds,2,hearts,5,hearts,6,clubs,8,clubs,4,clubs,7,diamonds,1,1
418,4,clubs,7,diamonds,13,clubs,2,clubs,6,spades,11,hearts,6,hearts,1,-1
419,4,spades,11,hearts,13,clubs,2,clubs,6,spades,11,hearts,6,hearts,2,1
420,13,hearts,6,diamonds,6,hearts,1,spades,5,clubs,2,hearts,10,hearts,1,1
421,5,spades,3,spades,6,hearts,1,spades,5,clubs,2,hearts,10,hearts,1,-1
422,7,clubs,4,spades,9,hearts,13,spades,5,diamonds,12,clubs,6,hearts,0,-1
423,13,diamonds,9,clubs,9,hearts,13,spades,5,diamonds,12,clubs,6,hearts,2,1
424,7,hearts,10,hearts,4,spades,3,clubs,4,hearts,12,clubs,1,spades,1,1
425,8,diamonds,11,spades,4,spades,3,clubs,4,hearts,12,clubs,1,spades,1,-1
426,13,hearts,13,diamonds,11,clubs,2,hearts,7,hearts,4,diamonds,13,clubs,3,1
427,1,clubs,1,spades,11,clubs,2,hearts,7,hearts,4,diamonds,13,clubs,1,-1
428,10,hearts,11,diamonds,10,spades,6,diamonds,11,spades,6,spades,12,diamonds,2,-1
429,8,diamonds,6,diamonds,10,spades,6,diamonds,11,spades,6,spades,12,diamonds,3,1
430,1,spades,10,spades,8,spades,4,clubs,12,diamonds,8,hearts,9,hearts,1,-1
431,10,hearts,9,clubs,8,spades,4,clubs,12,diamonds,8,hearts,9,hearts,2,1
432,9,spades,5,diamonds,7,spades,12,diamonds,9,clubs,1,spades,10,spades,1,1
433,8,diamonds,9,clubs,7,spades,12,diamonds,9,clubs,1,spades,10,spades,1,-1
434,5,hearts,2,clubs,12,clubs,5,hearts,10,hearts,2,hearts,1,diamonds,2,1
435,2,clubs,10,spades,12,clubs,5,hearts,10,hearts,2,hearts,1,diamonds,2,-1
436,4,clubs,3,diamonds,6,clubs,7,diamonds,11,spades,8,clubs,6,diamonds,1,-1
437,8,spades,6,spades,6,clubs,7,diamonds,11,spades,8,clubs,6,diamonds,6,1
438,13,hearts,7,clubs,11,clubs,1,diamonds,13,clubs,2,hearts,7,clubs,2,1
439,7,diamonds,8,hearts,11,clubs,1,diamonds,13,clubs,2,hearts,7,clubs,1,-1
440,2,hearts,9,hearts,9,diamonds,1,clubs,5,hearts,7,hearts,2,spades,2,1
441,7,clubs,13,spades,9,diamonds,1,clubs,5,hearts,7,hearts,2,spades,1,-1
442,6,diamonds,4,diamonds,13,hearts,11,spades,12,diamonds,5,hearts,8,spades,0,1
443,4,diamonds,10,clubs,13,hearts,11,spades,12,diamonds,5,hearts,8,spades,0,-1
444,2,hearts,7,hearts,3,hearts,11,hearts,1,hearts,12,spades,2,diamonds,5,1
445,4,diamonds,10,hearts,3,hearts,11,hearts,1,hearts,12,spades,2,diamonds,0,-1
446,1,clubs,4,diamonds,9,spades,12,diamonds,5,spades,5,diamonds,1,clubs,2,1
447,10,spades,11,diamonds,9,spades,12,diamonds,5,spades,5,diamonds,1,clubs,1,-1
448,9,hearts,3,spades,9,spades,13,spades,5,hearts,5,hearts,3,clubs,2,1
449,11,hearts,9,hearts,9,spades,13,spades,5,hearts,5,hearts,3,clubs,2,-1
450,7,diamonds,10,spades,8,hearts,12,diamonds,5,diamonds,7,spades,3,clubs,1,-1
451,7,diamonds,8,spades,8,hearts,12,diamonds,5,diamonds,7,spades,3,clubs,2,1
452,1,spades,8,spades,8,hearts,11,spades,1,diamonds,10,hearts,9,hearts,2,1
453,7,diamonds,1,spades,8,hearts,11,spades,1,diamonds,10,hearts,9,hearts,1,-1
454,12,hearts,10,spades,12,clubs,7,spades,13,hearts,1,diamonds,12,spades,3,1
455,9,spades,7,clubs,12,clubs,7,spades,13,hearts,1,diamonds,12,spades,2,-1
456,5,clubs,12,spades,13,hearts,3,clubs,5,hearts,13,spades,5,clubs,6,1
457,1,diamonds,13,clubs,13,hearts,3,clubs,5,hearts,13,spades,5,clubs,6,-1
458,9,clubs,13,diamonds,12,hearts,3,hearts,10,spades,9,clubs,10,spades,2,-1
459,3,diamonds,3,clubs,12,hearts,3,hearts,10,spades,9,clubs,10,spades,6,1
460,11,hearts,12,hearts,1,hearts,6,hearts,6,clubs,11,diamonds,10,clubs,2,1
461,11,diamonds,1,hearts,1,hearts,6,hearts,6,clubs,11,diamonds,10,clubs,2,-1
462,9,spades,6,spades,6,clubs,11,hearts,1,hearts,11,diamonds,4,spades,2,1
463,2,hearts,12,clubs,6,clubs,11,hearts,1,hearts,11,diamonds,4,spades,1,-1
464,12,diamonds,3,hearts,4,diamonds,12,diamonds,8,diamonds,5,spades,1,clubs,1,1
465,10,spades,12,diamonds,4,diamonds,12,diamonds,8,diamonds,5,spades,1,clubs,1,-1
466,3,spades,8,hearts,11,clubs,7,spades,9,diamonds,6,clubs,2,hearts,0,-1
467,4,clubs,6,spades,11,clubs,7,spades,9,diamonds,6,clubs,2,hearts,1,1
468,6,diamonds,12,diamonds,7,clubs,1,clubs,8,hearts,12,hearts,6,hearts,2,1
469,12,diamonds,2,hearts,7,clubs,1,clubs,8,hearts,12,hearts,6,hearts,1,-1
470,2,diamonds,12,spades,11,clubs,5,spades,7,clubs,1,clubs,1,clubs,1,1
471,4,hearts,8,spades,11,clubs,5,spades,7,clubs,1,clubs,1,clubs,1,-1
472,12,hearts,6,spades,1,diamonds,13,clubs,3,hearts,1,diamonds,5,clubs,1,1
473,10,diamonds,4,spades,1,diamonds,13,clubs,3,hearts,1,diamonds,5,clubs,1,-1
474,10,hearts,12,diamonds,13,diamonds,11,spades,3,spades,11,hearts,7,diamonds,1,-1
475,8,diamonds,3,hearts,13,diamonds,11,spades,3,spades,11,hearts,7,diamonds,2,1
476,1,spades,1,diamonds,6,clubs,10,hearts,10,spades,9,diamonds,5,spades,2,1
477,12,spades,2,spades,6,clubs,10,hearts,10,spades,9,diamonds,5,spades,1,-1
478,2,clubs,4,hearts,3,hearts,10,hearts,12,clubs,13,clubs,6,spades,0,-1
479,1,hearts,10,spades,3,hearts,10,hearts,12,clubs,13,clubs,6,spades,1,1
480,13,clubs,1,diamonds,2,clubs,12,clubs,12,diamonds,6,clubs,3,spades,1,1
481,4,hearts,8,clubs,2,clubs,12,clubs,12,diamonds,6,clubs,3,spades,1,-1
482,5,hearts,9,diamonds,11,spades,9,diamonds,9,spades,4,clubs,12,hearts,3,1
483,13,spades,1,diamonds,11,spades,9,diamonds,9,spades,4,clubs,12,hearts,1,-1
484,6,clubs,2,diamonds,10,spades,11,hearts,8,spades,5,clubs,2,clubs,1,1
485,3,spades,5,diamonds,10,spades,11,hearts,8,spades,5,clubs,2,clubs,1,-1
486,5,hearts,11,hearts,5,spades,10,diamonds,8,hearts,13,spades,8,spades,2,1
487,10,diamonds,9,hearts,5,spades,10,diamonds,8,hearts,13,spades,8,spades,2,-1
488,4,spades,12,clubs,13,spades,11,clubs,12,hearts,12,clubs,4,spades,6,1
489,8,clubs,13,spades,13,spades,11,clubs,12,hearts,12,clubs,4,spades,2,-1
490,10,spades,12,clubs,13,spades,13,hearts,7,spades,2,diamonds,10,clubs,2,1
491,12,diamonds,3,clubs,13,spades,13,hearts,7,spades,2,diamonds,10,clubs,1,-1
492,1,hearts,3,clubs,9,clubs,6,spades,7,diamonds,4,clubs,11,clubs,0,-1
493,8,diamonds,6,clubs,9,clubs,6,spades,7,diamonds,4,clubs,11,clubs,1,1
494,11,spades,5,clubs,11,clubs,5,clubs,7,clubs,2,diamonds,5,spades,6,1
495,4,spades,3,diamonds,11,clubs,5,clubs,7,clubs,2,diamonds,5,spades,1,-1
496,4,diamonds,6,diamonds,7,hearts,11,diamonds,5,clubs,10,diamonds,3,diamonds,5,1
497,2,hearts,1,diamonds,7,hearts,11,diamonds,5,clubs,10,diamonds,3,diamonds,0,-1
498,6,diamonds,10,diamonds,9,clubs,3,spades,1,clubs,7,hearts,7,clubs,1,1
499,2,spades,13,clubs,9,clubs,3,spades,1,clubs,7,hearts,7,clubs,1,-1
500,4,hearts,6,clubs,10,hearts,8,clubs,11,spades,6,diamonds,7,clubs,1,1
501,13,diamonds,7,diamonds,10,hearts,8,clubs,11,spades,6,diamonds,7,clubs,1,-1
502,9,diamonds,10,spades,11,spades,5,spades,7,clubs,6,spades,12,hearts,0,1
503,9,diamonds,3,diamonds,11,spades,5,spades,7,clubs,6,spades,12,hearts,0,-1
504,6,spades,2,diamonds,2,hearts,11,clubs,1,clubs,13,spades,7,spades,1,1
505,2,clubs,5,hearts,2,hearts,11,clubs,1,clubs,13,spades,7,spades,1,-1
506,4,diamonds,6,spades,12,hearts,9,spades,3,hearts,8,hearts,11,clubs,0,-1
507,3,clubs,6,diamonds,12,hearts,9,spades,3,hearts,8,hearts,11,clubs,1,1
508,5,diamonds,10,diamonds,2,diamonds,7,diamonds,4,clubs,10,diamonds,5,clubs,5,1
509,6,clubs,11,spades,2,diamonds,7,diamonds,4,clubs,10,diamonds,5,clubs,0,-1
510,4,clubs,1,hearts,10,clubs,12,spades,1,spades,8,diamonds,2,spades,1,1
511,1,hearts,7,hearts,10,clubs,12,spades,1,spades,8,diamonds,2,spades,1,-1
512,5,hearts,3,hearts,13,diamonds,10,diamonds,4,hearts,9,diamonds,12,clubs,0,1
513,7,clubs,5,hearts,13,diamonds,10,diamonds,4,hearts,9,diamonds,12,clubs,0,-1
514,8,hearts,5,diamonds,13,hearts,12,diamonds,5,hearts,11,spades,2,spades,1,1
515,11,spades,1,diamonds,13,hearts,12,diamonds,5,hearts,11,spades,2,spades,1,-1
516,7,diamonds,4,diamonds,6,hearts,13,hearts,4,diamonds,3,hearts,9,diamonds,1,-1
517,11,hearts,10,hearts,6,hearts,13,hearts,4,diamonds,3,hearts,9,diamonds,5,1
518,7,diamonds,10,clubs,7,hearts,1,spades,3,clubs,3,diamonds,1,spades,2,1
519,8,clubs,6,diamonds,7,hearts,1,spades,3,clubs,3,diamonds,1,spades,2,-1
520,8,diamonds,13,spades,7,diamonds,11,hearts,2,spades,9,spades,8,diamonds,1,1
521,12,diamonds,11,spades,7,diamonds,11,hearts,2,spades,9,spades,8,diamonds,1,-1
522,6,diamonds,11,clubs,10,spades,13,clubs,11,diamonds,8,spades,6,clubs,2,1
523,10,hearts,4,hearts,10,spades,13,clubs,11,diamonds,8,spades,6,clubs,1,-1
524,3,clubs,10,hearts,3,spades,2,spades,3,diamonds,8,clubs,9,hearts,3,1
525,6,diamonds,12,hearts,3,spades,2,spades,3,diamonds,8,clubs,9,hearts,1,-1
526,10,hearts,2,diamonds,1,clubs,12,diamonds,10,hearts,8,clubs,2,diamonds,2,1
527,5,hearts,5,diamonds,1,clubs,12,diamonds,10,hearts,8,clubs,2,diamonds,1,-1
528,7,diamonds,12,diamonds,6,hearts,4,spades,3,hearts,5,spades,7,hearts,1,1
529,6,clubs,2,hearts,6,hearts,4,spades,3,hearts,5,spades,7,hearts,1,-1
530,6,clubs,10,clubs,8,clubs,11,clubs,4,spades,9,diamonds,8,hearts,1,1
531,6,spades,2,hearts,8,clubs,11,clubs,4,spades,9,diamonds,8,hearts,1,-1
532,5,hearts,9,hearts,7,diamonds,9,diamonds,13,clubs,1,spades,1,clubs,2,1
533,2,hearts,9,diamonds,7,diamonds,9,diamonds,13,clubs,1,spades,1,clubs,2,-1
534,10,diamonds,11,clubs,12,hearts,6,clubs,8,hearts,6,spades,12,diamonds,2,-1
535,9,clubs,6,spades,12,hearts,6,clubs,8,hearts,6,spades,12,diamonds,6,1
536,6,diamonds,11,clubs,5,hearts,2,diamonds,1,diamonds,9,hearts,12,hearts,0,1
537,8,clubs,7,clubs,5,hearts,2,diamonds,1,diamonds,9,hearts,12,hearts,0,-1
538,1,diamonds,6,diamonds,4,spades,12,spades,13,clubs,5,diamonds,3,spades,0,-1
539,2,diamonds,3,clubs,4,spades,12,spades,13,clubs,5,diamonds,3,spades,1,1
540,10,diamonds,8,clubs,4,diamonds,4,clubs,4,spades,2,hearts,1,diamonds,3,1
541,5,clubs,9,spades,4,diamonds,4,clubs,4,spades,2,hearts,1,diamonds,3,-1
542,10,hearts,6,clubs,10,clubs,5,clubs,4,spades,6,diamonds,6,diamonds,6,1
543,5,spades,5,diamonds,10,clubs,5,clubs,4,spades,6,diamonds,6,diamonds,6,-1
544,5,hearts,2,hearts,4,clubs,7,clubs,7,diamonds,5,clubs,10,diamonds,2,1
545,1,diamonds,9,clubs,4,clubs,7,clubs,7,diamonds,5,clubs,10,diamonds,1,-1
546,7,spades,6,diamonds,11,hearts,10,diamonds,12,clubs,10,diamonds,3,diamonds,1,-1
547,3,diamonds,4,clubs,11,hearts,10,diamonds,12,clubs,10,diamonds,3,diamonds,2,1
548,3,diamonds,2,clubs,1,spades,5,diamonds,1,hearts,2,spades,13,clubs,2,1
549,9,hearts,3,hearts,1,spades,5,diamonds,1,hearts,2,spades,13,clubs,1,-1
550,10,hearts,12,spades,7,diamonds,5,spades,5,clubs,3,diamonds,4,hearts,1,-1
551,5,hearts,9,hearts,7,diamonds,5,spades,5,clubs,3,diamonds,4,hearts,3,1
552,2,hearts,10,clubs,9,diamonds,4,hearts,4,diamonds,7,hearts,9,spades,2,1
553,6,clubs,8,diamonds,9,diamonds,4,hearts,4,diamonds,7,hearts,9,spades,2,-1
554,7,hearts,10,clubs,10,clubs,1,hearts,13,diamonds,3,diamonds,3,spades,2,1
555,10,clubs,9,clubs,10,clubs,1,hearts,13,diamonds,3,diamonds,3,spades,2,-1
556,10,diamonds,9,hearts,7,hearts,5,clubs,1,hearts,8,clubs,5,spades,1,-1
557,6,hearts,6,clubs,7,hearts,5,clubs,1,hearts,8,clubs,5,spades,2,1
558,5,spades,3,clubs,8,clubs,1,clubs,12,clubs,2,spades,1,clubs,5,1
559,10,hearts,11,diamonds,8,clubs,1,clubs,12,clubs,2,spades,1,clubs,1,-1
560,7,diamonds,5,clubs,12,hearts,11,diamonds,7,spades,7,diamonds,8,hearts,3,1
561,4,spades,6,clubs,12,hearts,11,diamonds,7,spades,7,diamonds,8,hearts,1,-1
562,2,clubs,13,spades,6,diamonds,1,hearts,10,clubs,9,clubs,12,hearts,0,-1
563,6,clubs,8,clubs,6,diamonds,1,hearts,10,clubs,9,clubs,12,hearts,1,1
564,7,clubs,6,clubs,4,spades,12,diamonds,6,hearts,9,diamonds,6,spades,3,1
565,13,diamonds,2,spades,4,spades,12,diamonds,6,hearts,9,diamonds,6,spades,1,-1
566,7,diamonds,11,diamonds,1,clubs,2,hearts,1,spades,12,diamonds,2,spades,2,1
567,12,clubs,10,hearts,1,clubs,2,hearts,1,spades,12,diamonds,2,spades,2,-1
568,12,diamonds,7,hearts,10,diamonds,5,hearts,8,diamonds,3,clubs,6,clubs,0,-1
569,6,hearts,4,diamonds,10,diamonds,5,hearts,8,diamonds,3,clubs,6,clubs,1,1
570,3,diamonds,5,diamonds,7,clubs,1,diamonds,13,spades,4,clubs,2,spades,0,1
